2020-10-25 18:22:55.627601
2020-10-25 18:22:55.728276
2020-10-25 18:22:55.829016
2020-10-25 18:22:55.929569
2020-10-25 18:22:56.030174
2020-10-25 18:22:56.130803
2020-10-25 18:22:56.231454
2020-10-25 18:22:56.332090
2020-10-25 18:22:56.432729
2020-10-25 18:22:56.533368
2020-10-25 18:22:56.634011
2020-10-25 18:22:56.734634
2020-10-25 18:22:56.835268
2020-10-25 18:22:56.935889
2020-10-25 18:22:57.036534
2020-10-25 18:22:57.137163
2020-10-25 18:22:57.237797
2020-10-25 18:22:57.338402
2020-10-25 18:22:57.439072
2020-10-25 18:22:57.539715
2020-10-25 18:22:57.640327
2020-10-25 18:22:57.740955
2020-10-25 18:22:57.841616
2020-10-25 18:22:57.942286
2020-10-25 18:22:58.042862
2020-10-25 18:22:58.143428
2020-10-25 18:22:58.244078
2020-10-25 18:22:58.344718
2020-10-25 18:22:58.445359
2020-10-25 18:22:58.546012
2020-10-25 18:22:58.646643
2020-10-25 18:22:58.747170
2020-10-25 18:22:58.847683
2020-10-25 18:22:58.948237
2020-10-25 18:22:59.048903
2020-10-25 18:22:59.149461
2020-10-25 18:22:59.250023
2020-10-25 18:22:59.350668
2020-10-25 18:22:59.451306
2020-10-25 18:22:59.551945
2020-10-25 18:22:59.652563
2020-10-25 18:22:59.753217
2020-10-25 18:22:59.853759
2020-10-25 18:22:59.954397
2020-10-25 18:23:00.054942
2020-10-25 18:23:00.155544
2020-10-25 18:23:00.256194
2020-10-25 18:23:00.356840
2020-10-25 18:23:00.457482
2020-10-25 18:23:00.558122
2020-10-25 18:23:00.658772
2020-10-25 18:23:00.759416
2020-10-25 18:23:00.860039
2020-10-25 18:23:00.960667
2020-10-25 18:23:01.061295
2020-10-25 18:23:01.161957
2020-10-25 18:23:01.262600
2020-10-25 18:23:01.363231
2020-10-25 18:23:01.463873
2020-10-25 18:23:01.564494
2020-10-25 18:23:01.665154
2020-10-25 18:23:01.765803
2020-10-25 18:23:01.866447
2020-10-25 18:23:01.967085
2020-10-25 18:23:02.067735
2020-10-25 18:23:02.168382
2020-10-25 18:23:02.269068
2020-10-25 18:23:02.369676
2020-10-25 18:23:02.470324
2020-10-25 18:23:02.570967
2020-10-25 18:23:02.671588
2020-10-25 18:23:02.772259
2020-10-25 18:23:02.872881
2020-10-25 18:23:02.973529
2020-10-25 18:23:03.074143
2020-10-25 18:23:03.174761
2020-10-25 18:23:03.275417
2020-10-25 18:23:03.376045
2020-10-25 18:23:03.476659
2020-10-25 18:23:03.577277
2020-10-25 18:23:03.677901
2020-10-25 18:23:03.778574
2020-10-25 18:23:03.879218
2020-10-25 18:23:03.979867
2020-10-25 18:23:04.080484
2020-10-25 18:23:04.181112
2020-10-25 18:23:04.281626
2020-10-25 18:23:04.382056
2020-10-25 18:23:04.482503
2020-10-25 18:23:04.583128
2020-10-25 18:23:04.683748
2020-10-25 18:23:04.784388
2020-10-25 18:23:04.885029
2020-10-25 18:23:04.985706
2020-10-25 18:23:05.086195
2020-10-25 18:23:05.186813
2020-10-25 18:23:05.287418
2020-10-25 18:23:05.388061
2020-10-25 18:23:05.488708
2020-10-25 18:23:05.589338
2020-10-25 18:23:05.689844
2020-10-25 18:23:05.790520
2020-10-25 18:23:05.891139
2020-10-25 18:23:05.991814
2020-10-25 18:23:06.092449
2020-10-25 18:23:06.193105
2020-10-25 18:23:06.293724
2020-10-25 18:23:06.394367
2020-10-25 18:23:06.494993
2020-10-25 18:23:06.595615
2020-10-25 18:23:06.696233
2020-10-25 18:23:06.796865
2020-10-25 18:23:06.897402
2020-10-25 18:23:06.997938
2020-10-25 18:23:07.098480
2020-10-25 18:23:07.199073
2020-10-25 18:23:07.299576
2020-10-25 18:23:07.400105
2020-10-25 18:23:07.500642
2020-10-25 18:23:07.601183
2020-10-25 18:23:07.701719
2020-10-25 18:23:07.802276
2020-10-25 18:23:07.902883
2020-10-25 18:23:08.003493
2020-10-25 18:23:08.104117
2020-10-25 18:23:08.204738
2020-10-25 18:23:08.305356
2020-10-25 18:23:08.405991
2020-10-25 18:23:08.506614
2020-10-25 18:23:08.607244
2020-10-25 18:23:08.707868
2020-10-25 18:23:08.808528
2020-10-25 18:23:08.909157
2020-10-25 18:23:09.009721
2020-10-25 18:23:09.110281
2020-10-25 18:23:09.210912
2020-10-25 18:23:09.311537
2020-10-25 18:23:09.412093
2020-10-25 18:23:09.512725
2020-10-25 18:23:09.613354
2020-10-25 18:23:09.713976
2020-10-25 18:23:09.814600
2020-10-25 18:23:09.915244
2020-10-25 18:23:10.015670
2020-10-25 18:23:10.116089
2020-10-25 18:23:10.216635
2020-10-25 18:23:10.317266
2020-10-25 18:23:10.417906
2020-10-25 18:23:10.518557
2020-10-25 18:23:10.619184
2020-10-25 18:23:10.719828
2020-10-25 18:23:10.820456
2020-10-25 18:23:10.921134
2020-10-25 18:23:11.021804
2020-10-25 18:23:11.122458
2020-10-25 18:23:11.223118
2020-10-25 18:23:11.323746
2020-10-25 18:23:11.424389
2020-10-25 18:23:11.525010
2020-10-25 18:23:11.625552
2020-10-25 18:23:11.726167
2020-10-25 18:23:11.826801
2020-10-25 18:23:11.927442
2020-10-25 18:23:12.028092
2020-10-25 18:23:12.128743
2020-10-25 18:23:12.229384
2020-10-25 18:23:12.330018
2020-10-25 18:23:12.430663
2020-10-25 18:23:12.531299
2020-10-25 18:23:12.631949
2020-10-25 18:23:12.732569
2020-10-25 18:23:12.833155
2020-10-25 18:23:12.933707
2020-10-25 18:23:13.034350
2020-10-25 18:23:13.134998
2020-10-25 18:23:13.235662
2020-10-25 18:23:13.336267
2020-10-25 18:23:13.436928
2020-10-25 18:23:13.537574
2020-10-25 18:23:13.638238
2020-10-25 18:23:13.738910
2020-10-25 18:23:13.839559
2020-10-25 18:23:13.940198
2020-10-25 18:23:14.040847
2020-10-25 18:23:14.141489
2020-10-25 18:23:14.242140
2020-10-25 18:23:14.342770
2020-10-25 18:23:14.443416
2020-10-25 18:23:14.544053
2020-10-25 18:23:14.644583
2020-10-25 18:23:14.745225
2020-10-25 18:23:14.845865
2020-10-25 18:23:14.946504
2020-10-25 18:23:15.047143
2020-10-25 18:23:15.147783
2020-10-25 18:23:15.248448
2020-10-25 18:23:15.349091
2020-10-25 18:23:15.449728
2020-10-25 18:23:15.550369
2020-10-25 18:23:15.651030
2020-10-25 18:23:15.751677
2020-10-25 18:23:15.852307
2020-10-25 18:23:15.952946
2020-10-25 18:23:16.053572
2020-10-25 18:23:16.154213
2020-10-25 18:23:16.254842
2020-10-25 18:23:16.355327
2020-10-25 18:23:16.455981
2020-10-25 18:23:16.556605
2020-10-25 18:23:16.657255
2020-10-25 18:23:16.757875
2020-10-25 18:23:16.858528
2020-10-25 18:23:16.959140
2020-10-25 18:23:17.059784
2020-10-25 18:23:17.160432
2020-10-25 18:23:17.261078
2020-10-25 18:23:17.361718
2020-10-25 18:23:17.462387
2020-10-25 18:23:17.563025
2020-10-25 18:23:17.663668
2020-10-25 18:23:17.764299
2020-10-25 18:23:17.864939
2020-10-25 18:23:17.965598
2020-10-25 18:23:18.066210
2020-10-25 18:23:18.166844
2020-10-25 18:23:18.267489
2020-10-25 18:23:18.368138
2020-10-25 18:23:18.468755
2020-10-25 18:23:18.569403
2020-10-25 18:23:18.670022
2020-10-25 18:23:18.770639
2020-10-25 18:23:18.871263
2020-10-25 18:23:18.971926
2020-10-25 18:23:19.072569
2020-10-25 18:23:19.173214
2020-10-25 18:23:19.273844
2020-10-25 18:23:19.374487
2020-10-25 18:23:19.475127
2020-10-25 18:23:19.575768
2020-10-25 18:23:19.676401
2020-10-25 18:23:19.777045
2020-10-25 18:23:19.877678
2020-10-25 18:23:19.978296
2020-10-25 18:23:20.078874
2020-10-25 18:23:20.179358
2020-10-25 18:23:20.279980
2020-10-25 18:23:20.380593
2020-10-25 18:23:20.481235
2020-10-25 18:23:20.581893
2020-10-25 18:23:20.682525
2020-10-25 18:23:20.783153
2020-10-25 18:23:20.883766
2020-10-25 18:23:20.984408
2020-10-25 18:23:21.085030
2020-10-25 18:23:21.185703
2020-10-25 18:23:21.286347
2020-10-25 18:23:21.386991
2020-10-25 18:23:21.487630
2020-10-25 18:23:21.588177
2020-10-25 18:23:21.688844
2020-10-25 18:23:21.789494
2020-10-25 18:23:21.890112
2020-10-25 18:23:21.990721
2020-10-25 18:23:22.091342
2020-10-25 18:23:22.191979
2020-10-25 18:23:22.292620
2020-10-25 18:23:22.393263
2020-10-25 18:23:22.493909
2020-10-25 18:23:22.594536
2020-10-25 18:23:22.695207
2020-10-25 18:23:22.795854
2020-10-25 18:23:22.896491
2020-10-25 18:23:22.997137
2020-10-25 18:23:23.097771
2020-10-25 18:23:23.198403
2020-10-25 18:23:23.299075
2020-10-25 18:23:23.399716
2020-10-25 18:23:23.500357
2020-10-25 18:23:23.600994
2020-10-25 18:23:23.701648
2020-10-25 18:23:23.802216
2020-10-25 18:23:23.902868
2020-10-25 18:23:24.003478
2020-10-25 18:23:24.104126
2020-10-25 18:23:24.204762
2020-10-25 18:23:24.305224
2020-10-25 18:23:24.405618
2020-10-25 18:23:24.505973
2020-10-25 18:23:24.606502
2020-10-25 18:23:24.707091
2020-10-25 18:23:24.807735
2020-10-25 18:23:24.908378
2020-10-25 18:23:25.009045
2020-10-25 18:23:25.109690
2020-10-25 18:23:25.210327
2020-10-25 18:23:25.310969
2020-10-25 18:23:25.411613
2020-10-25 18:23:25.512303
2020-10-25 18:23:25.612945
2020-10-25 18:23:25.713573
2020-10-25 18:23:25.814203
2020-10-25 18:23:25.914851
2020-10-25 18:23:26.015476
2020-10-25 18:23:26.116123
2020-10-25 18:23:26.216765
2020-10-25 18:23:26.317367
2020-10-25 18:23:26.418009
2020-10-25 18:23:26.518653
2020-10-25 18:23:26.619303
2020-10-25 18:23:26.719925
2020-10-25 18:23:26.820569
2020-10-25 18:23:26.921219
2020-10-25 18:23:27.021879
2020-10-25 18:23:27.122530
2020-10-25 18:23:27.223457
2020-10-25 18:23:27.324098
2020-10-25 18:23:27.424738
2020-10-25 18:23:27.525364
2020-10-25 18:23:27.625991
2020-10-25 18:23:27.726631
2020-10-25 18:23:27.827274
2020-10-25 18:23:27.927886
2020-10-25 18:23:28.028544
2020-10-25 18:23:28.129193
2020-10-25 18:23:28.229833
2020-10-25 18:23:28.330476
2020-10-25 18:23:28.431116
2020-10-25 18:23:28.531784
2020-10-25 18:23:28.632294
2020-10-25 18:23:28.732932
2020-10-25 18:23:28.833582
2020-10-25 18:23:28.934234
2020-10-25 18:23:29.034882
2020-10-25 18:23:29.135436
2020-10-25 18:23:29.236069
2020-10-25 18:23:29.336677
2020-10-25 18:23:29.437322
2020-10-25 18:23:29.537944
2020-10-25 18:23:29.638592
2020-10-25 18:23:29.739219
2020-10-25 18:23:29.839861
2020-10-25 18:23:29.940488
2020-10-25 18:23:30.041117
2020-10-25 18:23:30.141788
2020-10-25 18:23:30.242239
2020-10-25 18:23:30.342867
2020-10-25 18:23:30.443505
2020-10-25 18:23:30.544155
2020-10-25 18:23:30.644776
2020-10-25 18:23:30.745420
2020-10-25 18:23:30.846059
2020-10-25 18:23:30.946702
2020-10-25 18:23:31.047330
2020-10-25 18:23:31.147978
2020-10-25 18:23:31.248605
2020-10-25 18:23:31.349231
2020-10-25 18:23:31.449845
2020-10-25 18:23:31.550463
2020-10-25 18:23:31.651112
2020-10-25 18:23:31.751800
2020-10-25 18:23:31.852431
2020-10-25 18:23:31.953036
2020-10-25 18:23:32.053665
2020-10-25 18:23:32.154312
2020-10-25 18:23:32.254944
2020-10-25 18:23:32.355621
2020-10-25 18:23:32.456264
2020-10-25 18:23:32.556899
2020-10-25 18:23:32.657544
2020-10-25 18:23:32.758103
2020-10-25 18:23:32.858745
2020-10-25 18:23:32.959394
2020-10-25 18:23:33.060043
2020-10-25 18:23:33.160665
2020-10-25 18:23:33.261295
2020-10-25 18:23:33.361940
2020-10-25 18:23:33.462574
2020-10-25 18:23:33.563201
2020-10-25 18:23:33.663852
2020-10-25 18:23:33.764464
2020-10-25 18:23:33.865132
2020-10-25 18:23:33.965781
2020-10-25 18:23:34.066404
2020-10-25 18:23:34.167029
2020-10-25 18:23:34.267667
2020-10-25 18:23:34.368297
2020-10-25 18:23:34.468874
2020-10-25 18:23:34.569499
2020-10-25 18:23:34.670040
2020-10-25 18:23:34.770672
2020-10-25 18:23:34.871287
2020-10-25 18:23:34.971926
2020-10-25 18:23:35.072547
2020-10-25 18:23:35.173201
2020-10-25 18:23:35.273826
2020-10-25 18:23:35.374465
2020-10-25 18:23:35.475117
2020-10-25 18:23:35.575741
2020-10-25 18:23:35.676367
2020-10-25 18:23:35.776985
2020-10-25 18:23:35.877616
2020-10-25 18:23:35.978165
2020-10-25 18:23:36.078759
2020-10-25 18:23:36.179226
2020-10-25 18:23:36.279840
2020-10-25 18:23:36.380337
2020-10-25 18:23:36.480960
2020-10-25 18:23:36.581579
2020-10-25 18:23:36.682242
2020-10-25 18:23:36.782855
2020-10-25 18:23:36.883468
2020-10-25 18:23:36.984088
2020-10-25 18:23:37.084597
2020-10-25 18:23:37.185249
2020-10-25 18:23:37.285873
2020-10-25 18:23:37.386489
2020-10-25 18:23:37.487127
2020-10-25 18:23:37.587755
2020-10-25 18:23:37.688386
2020-10-25 18:23:37.788895
2020-10-25 18:23:37.889501
2020-10-25 18:23:37.990135
